call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0007715,43.0,591.0,33.0,20.5,93.0,67.24,62.0,41.77,59.39,85.88,547.0,24.0,45.92,
CALL0004051,33.0,7.0,,77.4,4.0,68.45,79.0,51.34,54.74,68.78,26.0,14.0,8.51,
CALL0000968,619.0,5.0,179.0,,8.0,13.57,0.0,32.2,42.28,31.6,116.0,0.0,88.31,0.0
CALL0003462,911.0,12.0,432.0,632.6,11.0,4.32,1.0,13.03,15.09,18.38,34.0,7.0,73.77,
CALL0000524,30.0,440.0,38.0,36.7,120.0,46.19,2.0,95.07,70.17,91.08,279.0,19.0,14.19,1.0
CALL0002174,1348.0,45.0,108.0,189.7,7.0,7.36,0.0,34.48,17.03,21.64,88.0,0.0,80.49,0.0
CALL0001159,351.0,3.0,252.0,384.7,12.0,9.7,2.0,14.99,4.75,21.15,70.0,0.0,60.43,0.0
CALL0005616,1366.0,6.0,53.0,81.2,9.0,1.31,1.0,32.79,5.41,19.13,244.0,0.0,,0.0
CALL0005809,325.0,7.0,376.0,325.1,8.0,0.51,1.0,,27.86,5.47,,0.0,79.52,0.0
CALL0005478,2078.0,9.0,251.0,265.0,10.0,5.5,2.0,8.61,29.47,10.12,84.0,0.0,69.86,0.0
CALL0002572,1264.0,4.0,432.0,468.2,5.0,7.18,3.0,33.58,9.96,3.82,47.0,0.0,83.99,0.0
CALL0000917,755.0,8.0,255.0,138.3,7.0,12.01,2.0,3.92,65.65,20.83,122.0,1.0,83.14,0.0
CALL0005927,787.0,4.0,165.0,110.5,21.0,1.56,0.0,14.92,17.38,16.39,67.0,0.0,76.51,0.0
CALL0004893,38.0,186.0,355.0,326.3,334.0,53.14,85.0,49.58,41.82,82.13,431.0,1.0,41.68,1.0
CALL0003051,2600.0,698.0,161.0,104.8,1800.0,9.22,,24.91,,18.75,141.0,0.0,59.65,0.0
CALL0009234,152.0,6.0,15.0,20.2,5.0,55.32,62.0,59.59,34.14,55.12,33.0,2.0,47.43,1.0
CALL0009649,1286.0,352.0,14.0,1.0,89.0,76.39,73.0,45.85,56.32,84.36,399.0,23.0,16.17,1.0
CALL0002126,3333.0,8.0,,373.2,3.0,14.47,2.0,16.98,9.3,14.79,55.0,0.0,70.82,0.0
CALL0005153,277.0,,287.0,227.7,8.0,11.12,3.0,40.18,10.48,5.17,26.0,0.0,77.95,0.0
CALL0000892,771.0,15.0,525.0,606.2,6.0,4.69,,33.38,13.02,9.48,75.0,0.0,89.93,0.0
CALL0000214,588.0,6.0,252.0,277.2,6.0,16.59,1.0,43.97,16.91,13.04,48.0,1.0,84.23,0.0
CALL0009936,13.0,576.0,35.0,32.9,252.0,36.76,81.0,84.13,65.3,43.48,278.0,22.0,17.9,1.0
CALL0000200,24.0,1459.0,69.0,88.1,125.0,49.31,5.0,44.31,20.14,40.41,862.0,17.0,38.5,1.0
CALL0008808,872.0,80.0,145.0,86.9,4.0,4.75,3.0,81.79,18.48,19.09,84.0,0.0,68.42,0.0
CALL0001677,3020.0,7.0,,459.7,5.0,7.49,2.0,44.61,19.83,20.41,93.0,0.0,66.39,0.0
CALL0007783,24.0,,46.0,44.0,195.0,29.87,2.0,66.57,82.98,57.14,252.0,18.0,18.07,1.0
CALL0002783,,8.0,332.0,359.5,6.0,4.34,2.0,42.08,8.97,22.34,71.0,0.0,89.07,0.0
CALL0004483,1236.0,4.0,162.0,210.5,7.0,12.84,2.0,3.6,5.51,14.52,70.0,1.0,68.44,0.0
CALL0000090,912.0,12.0,319.0,263.9,7.0,14.78,1.0,24.21,41.6,19.16,64.0,0.0,58.0,
CALL0008655,282.0,11.0,420.0,357.0,8.0,3.57,2.0,50.3,,16.77,140.0,0.0,86.61,0.0
CALL0004757,32.0,692.0,16.0,28.5,123.0,53.52,78.0,72.7,21.38,93.48,263.0,27.0,35.78,1.0
CALL0008796,927.0,511.0,408.0,552.7,75.0,3.51,1.0,36.29,29.62,9.85,397.0,0.0,76.73,0.0
CALL0004339,1167.0,41.0,196.0,240.0,5.0,19.78,0.0,,32.3,23.45,175.0,0.0,95.58,0.0
CALL0007893,69.0,5.0,55.0,55.0,4.0,80.85,84.0,77.63,52.36,79.23,33.0,22.0,34.41,1.0
CALL0003674,628.0,5.0,424.0,393.3,4.0,10.81,0.0,8.59,12.7,17.84,54.0,0.0,96.62,0.0
CALL0002522,452.0,4.0,435.0,452.6,12.0,7.52,1.0,18.88,17.13,11.07,206.0,,97.83,0.0
CALL0006195,2439.0,3.0,115.0,109.6,6.0,11.85,1.0,,33.53,22.45,78.0,0.0,70.08,0.0
CALL0008420,1467.0,6.0,265.0,302.4,4.0,17.59,1.0,17.03,17.35,17.29,71.0,0.0,84.12,0.0
CALL0008706,1049.0,5.0,191.0,226.3,11.0,7.04,2.0,18.84,,25.9,119.0,0.0,,0.0
CALL0005976,12.0,11.0,12.0,1.0,3.0,81.64,77.0,42.6,54.93,94.96,14.0,23.0,49.5,1.0
CALL0006234,,1347.0,91.0,76.0,140.0,55.08,77.0,,21.21,90.16,191.0,0.0,1.63,1.0
CALL0008800,1711.0,9.0,273.0,401.3,4.0,1.83,2.0,24.05,36.2,11.65,141.0,0.0,90.07,0.0
CALL0007671,61.0,1444.0,300.0,,113.0,73.77,96.0,56.52,,57.56,,22.0,35.24,1.0
CALL0006252,494.0,43.0,380.0,430.0,,5.77,2.0,10.69,14.24,14.88,53.0,1.0,90.1,0.0
CALL0003934,,2.0,419.0,482.1,7.0,7.16,0.0,51.04,15.54,34.78,46.0,1.0,63.68,0.0
CALL0009217,465.0,1286.0,15.0,,238.0,,1.0,54.75,68.97,64.66,167.0,20.0,24.96,1.0
CALL0006182,235.0,4.0,387.0,398.0,12.0,1.16,2.0,27.7,39.75,40.04,80.0,0.0,71.45,0.0
CALL0004531,,743.0,376.0,456.3,,9.51,2.0,40.32,13.33,27.01,397.0,0.0,77.54,0.0
CALL0009269,560.0,469.0,267.0,250.0,95.0,7.36,0.0,54.98,14.28,14.51,254.0,0.0,63.98,0.0
CALL0004962,1173.0,12.0,202.0,174.2,5.0,19.07,2.0,19.14,,32.53,113.0,0.0,97.16,0.0
CALL0008439,3.0,927.0,37.0,12.0,115.0,20.69,,66.6,48.36,69.94,147.0,24.0,6.87,1.0
CALL0000076,1178.0,14.0,470.0,466.1,,16.51,4.0,20.39,15.32,14.07,,13.0,84.1,0.0
CALL0003139,1594.0,270.0,55.0,54.1,63.0,5.75,3.0,8.31,14.85,21.83,290.0,0.0,69.09,0.0
CALL0009971,27.0,639.0,47.0,50.0,127.0,69.03,,82.06,,77.89,170.0,3.0,54.86,1.0
CALL0001582,59.0,1043.0,26.0,22.5,184.0,79.12,69.0,44.32,51.82,81.12,434.0,12.0,18.61,1.0
CALL0009160,204.0,7.0,268.0,216.9,11.0,12.17,2.0,24.76,25.4,22.2,138.0,1.0,94.82,0.0
CALL0006813,554.0,9.0,,246.6,10.0,,2.0,,31.63,25.62,34.0,1.0,71.11,0.0
CALL0000801,1638.0,7.0,623.0,610.2,6.0,6.74,2.0,14.56,11.51,27.51,60.0,0.0,67.9,0.0
CALL0004614,450.0,6.0,293.0,159.3,13.0,,0.0,47.56,18.96,12.92,41.0,0.0,83.57,0.0
CALL0001613,1348.0,9.0,324.0,298.1,3.0,13.65,1.0,59.71,5.99,48.35,6.0,0.0,59.96,0.0
CALL0009302,616.0,7.0,237.0,220.4,120.0,13.96,,28.01,5.62,4.03,65.0,0.0,78.38,0.0
CALL0005770,1037.0,13.0,308.0,441.0,11.0,4.69,3.0,51.13,14.64,17.97,46.0,0.0,81.68,0.0
CALL0002432,794.0,59.0,232.0,314.5,5.0,7.98,3.0,45.82,11.42,25.06,126.0,0.0,84.66,0.0
CALL0001514,2057.0,35.0,315.0,327.8,12.0,13.63,1.0,23.55,5.68,22.41,62.0,0.0,68.4,0.0
CALL0007404,328.0,28.0,247.0,241.3,8.0,10.69,0.0,11.65,19.66,23.49,126.0,0.0,84.59,0.0
CALL0002148,47.0,5.0,17.0,24.0,2.0,74.9,79.0,70.96,55.54,66.07,204.0,0.0,9.45,1.0
CALL0005237,1234.0,5.0,140.0,119.8,4.0,11.61,1.0,44.93,9.46,10.43,76.0,0.0,51.56,0.0
CALL0005033,39.0,18.0,36.0,27.2,4.0,65.66,98.0,58.77,28.46,80.58,35.0,23.0,26.9,1.0
CALL0002547,1849.0,,323.0,,5.0,1.79,0.0,18.77,11.84,8.41,,0.0,86.99,0.0
CALL0006050,188.0,293.0,181.0,153.7,344.0,82.35,94.0,19.94,52.45,79.67,493.0,25.0,26.5,1.0
CALL0006917,654.0,3.0,259.0,292.7,8.0,4.09,3.0,28.84,5.01,1.7,57.0,0.0,,0.0
CALL0004180,1148.0,1477.0,9.0,6.1,,88.0,0.0,62.37,87.93,54.28,186.0,17.0,15.05,1.0
CALL0003610,31.0,12.0,,16.9,,57.98,88.0,65.16,14.45,92.29,24.0,22.0,7.3,1.0
CALL0004736,753.0,8.0,525.0,565.6,6.0,8.25,4.0,17.08,20.05,20.57,164.0,,76.34,0.0
CALL0004664,383.0,2.0,323.0,478.5,,13.43,1.0,43.76,9.07,21.49,109.0,0.0,59.53,0.0
CALL0007736,46.0,984.0,171.0,111.6,143.0,79.69,85.0,78.22,63.56,94.88,247.0,26.0,38.17,1.0
CALL0007137,1323.0,2.0,464.0,664.8,13.0,13.41,1.0,20.68,20.92,16.12,85.0,0.0,75.87,0.0
CALL0001993,,4.0,99.0,85.3,4.0,6.29,3.0,36.05,9.94,,86.0,0.0,83.42,0.0
CALL0007019,460.0,11.0,401.0,,7.0,7.69,2.0,61.09,22.89,29.22,112.0,1.0,88.97,0.0
CALL0009747,65.0,1461.0,34.0,14.6,272.0,37.63,80.0,66.61,95.44,78.95,603.0,18.0,37.28,1.0
CALL0003963,733.0,10.0,193.0,115.5,11.0,18.78,1.0,39.1,29.11,28.56,63.0,0.0,80.2,0.0
CALL0008813,367.0,,680.0,630.4,,11.0,1.0,22.64,,20.78,109.0,0.0,83.94,0.0
CALL0006559,655.0,5.0,423.0,404.4,12.0,12.63,1.0,9.57,12.11,477.50000000000006,95.0,1.0,70.38,0.0
CALL0007727,279.0,12.0,168.0,141.1,6.0,2.3,2.0,15.25,46.63,3.14,13.0,0.0,72.02,0.0
CALL0006971,253.0,18.0,386.0,,2.0,0.47,0.0,4.6,5.54,31.91,130.0,0.0,58.11,0.0
CALL0005483,614.0,3.0,122.0,,11.0,8.35,1.0,,,,45.0,0.0,91.41,0.0
CALL0008265,312.0,23.0,210.0,188.2,3.0,10.57,2.0,40.12,,15.78,140.0,0.0,,0.0
CALL0005829,1395.0,4.0,151.0,88.3,5.0,9.96,1.0,48.46,34.58,16.3,85.0,,76.99,0.0
CALL0000850,308.0,5.0,249.0,148.8,3.0,8.13,3.0,19.2,,22.93,66.0,0.0,93.86,0.0
CALL0004168,31.0,461.0,17.0,6.9,329.0,55.98,,59.15,,85.36,597.0,28.0,15.58,1.0
CALL0008209,9.0,,8.0,9.6,45.0,75.09,75.0,80.92,49.85,58.24,260.0,19.0,30.18,1.0
CALL0008611,3650.0,7.0,114.0,123.8,5.0,11.15,1.0,27.44,15.95,19.96,190.0,0.0,93.24,0.0
CALL0007521,579.0,12.0,181.0,113.0,6.0,,0.0,3.12,,1.54,111.0,0.0,92.91,0.0
CALL0006731,23.0,795.0,21.0,19.4,195.0,33.15,77.0,58.61,80.84,85.17,363.0,0.0,,1.0
CALL0001518,,790.0,17.0,8.2,156.0,94.21,83.0,48.15,76.42,60.86,147.0,17.0,22.52,1.0
CALL0003942,22.0,641.0,43.0,66.7,133.0,57.26,0.0,36.13,77.04,80.17,230.0,22.0,18.12,1.0
CALL0004062,698.0,,381.0,375.7,67.0,,1.0,26.94,11.71,15.32,147.0,1.0,66.56,0.0
CALL0001994,16.0,188.0,12.0,4.8,257.0,71.03,1.0,67.46,65.55,88.25,251.0,25.0,20.93,1.0
CALL0006002,2629.0,3.0,259.0,284.9,7.0,15.84,1.0,4.87,11.74,13.02,,1.0,79.61,0.0
CALL0006159,694.0,12.0,215.0,88.1,11.0,9.63,1.0,37.17,7.67,12.09,67.0,0.0,78.59,0.0
CALL0004108,987.0,1422.0,217.0,172.7,142.0,,68.0,54.65,54.26,90.98,258.0,27.0,24.62,
CALL0008044,1132.0,,277.0,305.7,8.0,5.38,4.0,34.03,18.68,9.38,50.0,0.0,79.6,0.0
CALL0003345,1449.0,6.0,164.0,101.8,9.0,3.54,5.0,42.74,6.44,18.57,253.0,0.0,39.73,
CALL0000454,30.0,1375.0,248.0,255.4,196.0,47.73,3.0,49.41,53.29,76.51,139.0,2.0,28.62,1.0
CALL0003491,360.0,8.0,537.0,,10.0,3.49,2.0,35.08,13.13,4.77,170.0,0.0,,0.0
CALL0004787,924.0,7.0,217.0,223.1,8.0,9.48,0.0,17.42,,6.45,100.0,0.0,89.45,0.0
CALL0005519,843.0,,355.0,236.6,3.0,9.32,1.0,42.71,9.59,18.87,27.0,0.0,85.53,0.0
CALL0006505,555.0,2.0,126.0,131.4,7.0,5.4,0.0,,11.71,1.3,62.0,0.0,65.39,0.0
CALL0002160,395.0,893.0,78.0,89.5,171.0,80.6,88.0,,49.25,31.75,535.0,19.0,32.89,1.0
CALL0006780,477.0,7.0,457.0,547.3,11.0,4.01,1.0,3.19,26.16,20.31,154.0,0.0,68.97,0.0
CALL0001030,235.0,4.0,207.0,72.7,8.0,13.31,1.0,25.63,9.58,6.07,48.0,0.0,67.66,0.0
CALL0000314,1031.0,686.0,21.0,27.0,165.0,71.32,1.0,62.44,14.22,1855.0,438.0,29.0,40.03,1.0
CALL0002326,580.0,,,622.8,73.0,2.82,1.0,15.23,17.46,11.23,179.0,0.0,79.12,0.0
CALL0005790,1702.0,46.0,192.0,176.3,10.0,8.1,2.0,,25.87,19.49,34.0,1.0,90.72,0.0
CALL0002867,1303.0,13.0,244.0,186.1,4.0,12.31,6.0,55.19,5.97,9.98,185.0,0.0,85.05,0.0
CALL0001627,605.0,4.0,190.0,152.7,4.0,3.26,3.0,,,15.83,105.0,0.0,82.29,
CALL0009224,737.0,10.0,94.0,,6.0,14.39,0.0,57.09,15.35,11.8,38.0,0.0,80.57,0.0
CALL0007668,660.0,3.0,234.0,224.9,3.0,14.76,3.0,25.11,46.2,9.77,70.0,0.0,85.02,0.0
CALL0003782,1347.0,4.0,83.0,73.0,7.0,19.78,1.0,10.83,28.73,13.93,35.0,0.0,,0.0
CALL0008970,1162.0,8.0,68.0,46.8,4.0,1.77,1.0,52.03,15.43,11.62,66.0,0.0,90.9,0.0
CALL0000625,138.0,1118.0,18.0,23.6,234.0,82.9,72.0,61.42,76.93,92.11,,22.0,24.08,1.0
CALL0007016,229.0,8.0,276.0,313.0,2.0,3.25,3.0,,19.93,21.11,129.0,1.0,81.28,0.0
CALL0005525,715.0,7.0,258.0,267.5,,27.68,0.0,62.8,,6.74,275.0,0.0,75.99,0.0
CALL0005078,,9.0,341.0,337.5,11.0,5.43,3.0,8.38,12.77,13.23,22.0,0.0,71.16,0.0
CALL0003347,646.0,383.0,383.0,326.4,75.0,6.72,1.0,31.1,,7.85,255.0,0.0,59.18,0.0
CALL0003714,375.0,9.0,304.0,396.8,8.0,3.06,0.0,21.96,24.33,26.34,94.0,0.0,84.87,
CALL0002903,30.0,441.0,61.0,55.3,247.0,62.11,5.0,66.97,49.3,32.08,476.0,29.0,37.94,1.0
CALL0005441,427.0,3.0,,116.5,5.0,6.02,2.0,18.17,3.88,33.75,157.0,0.0,93.57,0.0
CALL0008481,704.0,2.0,112.0,90.9,3.0,8.55,0.0,8.31,22.34,6.62,147.0,0.0,74.44,0.0
CALL0004709,543.0,38.0,129.0,78.2,5.0,9.04,2.0,9.33,19.91,7.72,95.0,0.0,81.14,0.0
CALL0008952,2218.0,,244.0,175.1,2.0,4.66,2.0,49.26,12.36,16.32,105.0,1.0,81.15,0.0
CALL0005253,523.0,9.0,8380.0,429.3,7.0,5.67,2.0,30.69,25.82,20.3,28.0,0.0,,0.0
CALL0004688,425.0,7.0,201.0,84.0,10.0,2.8,1.0,39.7,16.36,11.64,54.0,0.0,73.86,0.0
CALL0007787,1369.0,7.0,238.0,244.5,4.0,4.75,2.0,30.76,12.32,3.37,113.0,1.0,94.85,0.0
CALL0009579,638.0,4.0,486.0,555.5,7.0,3.42,2.0,,27.61,22.1,62.0,0.0,77.23,0.0
CALL0003165,27.0,16.0,508.0,539.4,5.0,78.15,74.0,63.2,41.38,74.78,41.0,31.0,43.05,1.0
CALL0007956,3650.0,5.0,301.0,350.2,9.0,16.19,2.0,,11.62,31.83,68.0,0.0,83.67,0.0
CALL0004247,3183.0,13.0,377.0,214.6,5.0,13.76,3.0,6.35,48.12,20.22,107.0,1.0,81.65,0.0
CALL0001344,241.0,,290.0,359.0,6.0,,1.0,15.07,24.19,12.2,52.0,0.0,83.52,0.0
CALL0004551,91.0,421.0,13.0,2.3,151.0,43.07,90.0,,36.43,64.98,133.0,18.0,39.7,1.0
CALL0003592,3061.0,5.0,152.0,111.9,10.0,7.91,1.0,22.16,19.57,11.71,215.0,0.0,80.17,0.0
CALL0007871,439.0,31.0,274.0,249.2,5.0,5.11,1.0,21.98,27.47,25.97,132.0,1.0,93.54,0.0
CALL0003401,,4.0,193.0,180.3,5.0,9.5,0.0,24.98,12.88,7.12,147.0,0.0,68.07,0.0
CALL0008141,542.0,1041.0,66.0,87.0,187.0,39.0,78.0,72.15,34.21,82.6,341.0,30.0,46.05,1.0
CALL0003521,1872.0,4.0,414.0,595.3,6.0,11.68,3.0,,38.94,13.91,41.0,0.0,82.76,0.0
CALL0006384,23.0,215.0,8.0,1.0,,46.99,5.0,76.05,,84.07,213.0,2.0,46.11,1.0
CALL0007032,111.0,6.0,9.0,1.0,1.0,59.34,2.0,38.11,25.77,29.12,27.0,21.0,18.87,1.0
CALL0004425,,2.0,255.0,208.6,11.0,8.77,2.0,31.8,28.51,13.84,241.0,0.0,88.33,0.0
CALL0000196,1541.0,12.0,155.0,168.6,160.0,33.58,1.0,12.11,22.52,17.35,55.0,0.0,81.02,0.0
CALL0005918,283.0,456.0,69.0,53.8,10125.0,49.35,81.0,47.46,53.07,,102.0,18.0,36.69,1.0
CALL0000195,738.0,11.0,115.0,,75.0,6.05,3.0,39.78,50.72,10.83,146.0,,66.3,0.0
CALL0008946,4.0,275.0,185.0,208.9,125.0,49.52,2.0,52.01,59.46,67.89,538.0,23.0,46.4,1.0
CALL0002837,784.0,3.0,360.0,555.1,11.0,18.13,2.0,3.27,,9.43,40.0,0.0,90.42,0.0
CALL0004707,289.0,285.0,536.0,302.7,79.0,6.72,1.0,13.01,13.46,20.7,124.0,0.0,71.69,0.0
CALL0008806,2777.0,150.0,386.0,135.1,,4.86,1.0,24.95,28.29,13.53,186.0,0.0,96.35,0.0
CALL0009455,705.0,3.0,265.0,215.0,4.0,10.32,2.0,,40.32,4.43,68.0,0.0,92.1,0.0
CALL0006342,701.0,2.0,99.0,111.0,,14.68,2.0,30.36,42.23,4.69,70.0,0.0,85.74,
CALL0001322,1044.0,100.0,288.0,291.3,,21.16,1.0,12.29,,9.01,75.0,0.0,84.11,0.0
CALL0000772,647.0,5.0,131.0,,9.0,2.82,3.0,3.15,26.28,32.44,45.0,0.0,,0.0
CALL0001971,21.0,384.0,5.0,1.0,155.0,60.16,71.0,43.2,28.24,39.94,490.0,24.0,57.68,1.0
CALL0003170,527.0,4.0,272.0,347.0,11.0,11.22,0.0,,4.56,,,0.0,-43.09607434418861,0.0
CALL0009831,1280.0,3.0,333.0,405.8,3.0,5.84,2.0,20.16,,9.51,45.0,0.0,52.96,1.0
CALL0004090,751.0,8.0,292.0,,6.0,0.78,3.0,88.21,4.91,24.94,71.0,1.0,74.63,0.0
CALL0002163,56.0,773.0,227.0,219.9,154.0,49.71,88.0,83.24,70.71,54.47,256.0,31.0,26.78,1.0
CALL0003427,2016.0,6.0,383.0,362.6,8.0,6.18,2.0,3.47,43.41,9.26,125.0,,84.68,0.0
CALL0008686,1385.0,19.0,128.0,132.4,7.0,27.03,0.0,36.82,16.27,2.91,139.0,0.0,54.98,0.0
CALL0000379,182.0,19.0,137.0,118.2,3.0,4.67,3.0,13.5,18.69,14.2,77.0,0.0,71.78,0.0
CALL0006474,952.0,8.0,226.0,258.2,8.0,16.42,0.0,41.15,34.13,29.02,55.0,0.0,73.83,0.0
CALL0006901,326.0,,203.0,167.8,6.0,19.82,0.0,12.31,37.66,11.18,83.0,0.0,70.46,0.0
CALL0005286,12.0,9.0,2.0,1.0,2.0,80.44,87.0,44.26,50.36,,66.0,1.0,53.02,
CALL0004793,651.0,,583.0,563.9,81.0,4.99,0.0,30.15,,30.43,294.0,0.0,94.42,0.0
CALL0008381,25.0,,54.0,36.3,161.0,42.1,81.0,60.64,81.15,51.76,425.0,1.0,12.07,1.0
CALL0006051,617.0,151.0,39.0,21.9,224.0,73.49,85.0,,89.01,93.08,267.0,23.0,33.68,
CALL0008243,1076.0,20.0,147.0,180.8,8.0,8.83,2.0,3.39,14.77,35.79,66.0,0.0,96.93,0.0
CALL0006981,406.0,335.0,442.0,539.0,68.0,8.83,2.0,56.63,9.47,15.14,339.0,0.0,80.15,0.0
CALL0008200,161.0,178.0,14.0,19.4,147.0,67.64,86.0,35.0,70.98,,294.0,18.0,5.03,1.0
CALL0002080,343.0,1108.0,9.0,14.4,,42.36,92.0,74.94,51.9,74.1,285.0,22.0,10.07,1.0
CALL0002496,1392.0,324.0,241.0,289.7,62.0,10.54,1.0,36.0,65.86,29.88,,0.0,73.91,0.0
CALL0007589,889.0,12.0,530.0,517.2,10.0,2.75,,41.82,,2.74,102.0,0.0,90.26,0.0
CALL0009875,1652.0,13.0,411.0,627.6,,3.81,1.0,40.92,15.58,19.25,49.0,1.0,89.47,0.0
CALL0000305,338.0,450.0,227.0,188.6,79.0,6.12,2.0,,15.04,30.03,331.0,0.0,74.01,0.0
CALL0006056,751.0,7.0,214.0,196.1,,6.92,0.0,34.78,4.34,29.46,80.0,1.0,74.26,0.0
CALL0000449,366.0,12.0,385.0,423.3,5.0,26.79,3.0,14.08,18.96,13.67,77.0,0.0,88.05,0.0
CALL0006374,1260.0,11.0,282.0,413.2,7.0,1.09,1.0,66.87,19.23,17.53,,0.0,72.6,0.0
CALL0002926,32.0,242.0,63.0,84.0,140.0,42.83,,77.65,40.28,65.08,253.0,,17.04,1.0
CALL0000578,291.0,3.0,223.0,176.2,7.0,2.68,1.0,18.1,6.57,18.39,133.0,1.0,66.03,0.0
CALL0009332,987.0,8.0,2730.0,172.0,6.0,8.2,0.0,30.62,43.76,7.83,,1.0,83.94,0.0
CALL0005087,1702.0,2.0,267.0,,7.0,18.61,2.0,32.04,4.86,8.73,,0.0,75.21,0.0
CALL0005145,230.0,678.0,213.0,143.5,67.0,5.65,0.0,23.72,31.54,2.57,293.0,0.0,,0.0
CALL0002916,1278.0,12.0,521.0,705.6,7.0,4.96,2.0,36.45,9.86,15.53,162.0,0.0,91.39,0.0
CALL0000232,1540.0,10.0,149.0,118.5,4.0,13.95,0.0,6.1,14.37,20.01,53.0,0.0,,0.0
CALL0008727,396.0,8.0,394.0,468.7,6.0,5.86,2.0,9.95,37.36,21.39,95.0,8.0,92.13,0.0
CALL0005492,414.0,18.0,377.0,382.8,4.0,14.96,1.0,16.8,48.92,26.55,15.0,0.0,77.11,0.0
CALL0009336,548.0,3.0,145.0,195.3,2.0,6.55,1.0,41.85,2.47,16.14,156.0,1.0,80.71,0.0
CALL0009184,1106.0,13.0,166.0,152.6,9.0,,2.0,25.09,15.4,29.87,61.0,0.0,68.81,0.0
CALL0007865,96.0,10.0,327.0,354.1,3.0,7.08,0.0,40.72,17.51,37.33,1350.0,0.0,63.01,0.0
CALL0002293,9.0,1368.0,35.0,,151.0,68.59,85.0,45.77,91.16,81.37,,26.0,26.8,1.0
CALL0004406,385.0,55.0,216.0,325.2,6.0,,1.0,37.2,15.39,9.74,105.0,0.0,81.92,
CALL0007951,15.0,846.0,,59.4,124.0,57.03,2.0,80.54,,92.77,348.0,24.0,28.96,1.0
CALL0005461,2739.0,,475.0,244.4,11.0,3.17,1.0,32.71,15.18,7.15,60.0,1.0,87.3,
CALL0009031,3085.0,17.0,310.0,404.0,7.0,4.22,2.0,,16.17,16.0,1125.0,2.0,69.76,0.0
CALL0003375,523.0,1417.0,132.0,57.9,268.0,69.9,66.0,76.69,58.9,,330.0,22.0,3.16,1.0
CALL0002639,425.0,11.0,214.0,190.9,7.0,11.48,2.0,15.41,45.78,4.82,18.0,1.0,77.04,0.0
CALL0003768,1709.0,,338.0,226.9,5.0,7.22,0.0,18.68,27.62,8.74,110.0,0.0,74.28,0.0
CALL0001502,605.0,6.0,164.0,213.5,8.0,1.95,1.0,55.65,31.62,21.91,61.0,0.0,66.09,0.0
CALL0004269,1300.0,33.0,231.0,218.4,7.0,5.57,1.0,9.58,37.42,8.24,93.0,0.0,80.07,0.0
CALL0007540,1188.0,13.0,71.0,28.5,11.0,3.76,0.0,47.77,22.97,2.26,72.0,0.0,61.06,0.0
CALL0006095,671.0,11.0,150.0,121.5,7.0,18.67,1.0,10.83,15.74,6.65,128.0,0.0,93.17,0.0
CALL0008515,62.0,686.0,10.0,1.6,110.0,85.62,78.0,63.62,31.15,,381.0,23.0,57.56,1.0
CALL0002333,1364.0,10.0,189.0,231.0,7.0,11.37,2.0,20.2,12.18,18.81,18.0,0.0,93.56,0.0
CALL0009176,,,270.0,393.0,2.0,8.82,1.0,18.95,27.56,7.29,110.0,0.0,70.89,0.0
CALL0001903,313.0,15.0,280.0,224.1,9.0,5.86,2.0,20.34,10.0,4.01,51.0,1.0,64.7,0.0
CALL0000956,11.0,166.0,17.0,18.3,93.0,87.95,1.0,72.69,53.0,44.42,199.0,24.0,60.93,1.0
CALL0001163,2266.0,7.0,215.0,346.3,8.0,6.37,1.0,14.81,4.64,14.12,85.0,0.0,78.05,
CALL0001454,1571.0,13.0,562.0,,4.0,13.35,2.0,44.69,37.35,3.36,78.0,4.0,67.92,0.0
CALL0008072,903.0,7.0,385.0,299.1,6.0,,2.0,43.67,17.48,14.57,115.0,1.0,66.08,0.0
CALL0006392,774.0,14.0,153.0,196.6,5.0,8.37,1.0,,23.95,3.71,57.0,0.0,68.48,0.0
CALL0009281,1092.0,16.0,257.0,263.2,8.0,4.21,1.0,37.18,15.01,17.43,59.0,0.0,71.93,0.0
CALL0007949,221.0,354.0,46.0,37.5,122.0,28.23,76.0,68.61,70.76,69.44,396.0,27.0,18.42,1.0
CALL0005722,53.0,517.0,32.0,53.2,53.0,35.72,1.0,57.31,,63.84,368.0,14.0,38.56,1.0
CALL0009323,709.0,9.0,181.0,176.3,11.0,6.18,0.0,55.98,14.76,16.68,23.0,0.0,57.37,0.0
CALL0004358,328.0,5.0,259.0,288.3,10.0,6.02,0.0,68.77,33.18,17.7,175.0,0.0,94.24,0.0
CALL0008731,385.0,4.0,375.0,441.5,12.0,10.57,1.0,8.67,38.73,27.06,105.0,0.0,80.2,0.0
CALL0002875,58.0,609.0,63.0,68.7,135.0,66.06,80.0,74.93,54.7,,310.0,18.0,1.64,1.0
CALL0006380,1178.0,3.0,334.0,413.0,10.0,10.63,,2.73,19.14,23.31,74.0,0.0,84.78,0.0
CALL0005724,43.0,984.0,21.0,13.8,167.0,83.07,2.0,45.07,,43.23,336.0,1.0,,1.0
CALL0000159,13.0,1082.0,13.0,,130.0,92.45,76.0,49.1,63.55,58.19,303.0,34.0,23.98,1.0
